,Review,Review_only_text,neg,pos,neu,compound,Negative,Positive
480,Easy to install works well and keeps the temperature where you set it.,Easy to install works well and keeps the temperature where you set it,0.0,0.312,0.688,0.6124,False,True
481,nice product,nice product,0.0,0.737,0.263,0.4215,False,True
482,"I bought this to try souse vide cooking at home.  With a crock pot or roaster as the water bath plugged into the control unit, it works great.",I bought this to try souse vide cooking at home With a crock pot or roaster as the water bath plugged into the control unit it works great,0.0,0.141,0.859,0.6249,False,True
483,I use the Johnson control thermostat  for controlling heating devices for my reptile cages they are accurate and dependable and very easy to use. I would recommend anyone  for the use of this product.,I use the Johnson control thermostat for controlling heating devices for my reptile cages they are accurate and dependable and very easy to use I would recommend anyone for the use of this product,0.0,0.159,0.841,0.6901,False,True
484,Very good product,Very good product,0.0,0.615,0.385,0.4927,False,True
485,"super easy to hook up, had to think about programming for just a minute, but easy once you think about it. Use it to control my beer fermenting fridge.",super easy to hook up had to think about programming for just a minute but easy once you think about it Use it to control my beer fermenting fridge,0.0,0.248,0.752,0.8047,False,True
486,Simple setup and has been working perfectly. Plugged it into my chest freezer to store kegs,Simple setup and has been working perfectly Plugged it into my chest freezer to store kegs,0.0,0.219,0.781,0.6369,False,True
487,"This thing works great.  My only real concern with it is that fact that a lot of laypeople (myself included) use them for brewing and the instruction manual is aimed at end-users who are experienced with very dense technical instructions.I'm not saying that's a 'bad' thing, just something to think about.  Considering the prevalence of these devices in homebrewing/non-industrial scenarios, a quick user's guide would be awesome to include with it.  Also, if you're using this device as a HEATING controller rather than a COOLING controller (its default state), you will need to open the case and move some small jumpers around.",This thing works great My only real concern with it is that fact that a lot of laypeople myself included use them for brewing and the instruction manual is aimed at end users who are experienced with very dense technical instructions I m not saying that s a bad thing just something to think about Considering the prevalence of these devices in homebrewing non industrial scenarios a quick user s guide would be awesome to include with it Also if you re using this device as a HEATING controller rather than a COOLING controller its default state you will need to open the case and move some small jumpers around,0.0,0.079,0.921,0.8481,False,True
488,Perfect for keeping things warm or cold. I use it for beer brewing both winter and summer. Might buy another to do some stepped fermentation.,Perfect for keeping things warm or cold I use it for beer brewing both winter and summer Might buy another to do some stepped fermentation,0.0,0.203,0.797,0.6808,False,True
489,I use this thermostat to control temperature of my beer chest.  Set it and forget it.,I use this thermostat to control temperature of my beer chest Set it and forget it,0.119,0.0,0.881,-0.2263,True,False
490,Great product!,Great product,0.0,0.815,0.185,0.6588,False,True
491,"Shipped with great care! Couldn't be happier with the unit. Ease of set up, functionality, and very user friendly highlight the unit.",Shipped with great care Couldn t be happier with the unit Ease of set up functionality and very user friendly highlight the unit,0.079,0.464,0.457,0.9254,False,True
492,"Well made- so far, accurate and easy to use and program once you figure out the abbreviations. Does what its suppose to without fuss.",Well made so far accurate and easy to use and program once you figure out the abbreviations Does what its suppose to without fuss,0.0,0.185,0.815,0.6124,False,True
493,"This unit has functioned exactly as stated.  It has allowed me to make a standard fridge into a very functional ""cheese cave""",This unit has functioned exactly as stated It has allowed me to make a standard fridge into a very functional cheese cave,0.0,0.0,1.0,0.0,False,False
494,this works great i put it on a frige to brew lager beer it keeps the temp within 1 deg. of the temp needed for lagering,this works great i put it on a frige to brew lager beer it keeps the temp within deg of the temp needed for lagering,0.0,0.157,0.843,0.6249,False,True
495,Great item.  It worked perfectly on my 1950s Coke refrigerator which had been freezing my pop/beer. Now my drinks are ice cold.,Great item It worked perfectly on my s Coke refrigerator which had been freezing my pop beer Now my drinks are ice cold,0.049,0.289,0.662,0.836,False,True
496,Extremely easy to install.  Drilled one hole in chest freezer and was good to go.  I have it set at 38 degrees as the max.  I kept an eye on it pretty close the first couple of days and it drops to about 36 degrees.  Highly recommend if building a kegerator.,Extremely easy to install Drilled one hole in chest freezer and was good to go I have it set at degrees as the max I kept an eye on it pretty close the first couple of days and it drops to about degrees Highly recommend if building a kegerator,0.0,0.215,0.785,0.9019,False,True
497,"Great controller, one month using it perfectly.",Great controller one month using it perfectly,0.0,0.624,0.376,0.8519,False,True
498,This works so much better than the analog version for only ten bucks more.  The directions are easy to figure out and the line in to the freezer is very flexible.,This works so much better than the analog version for only ten bucks more The directions are easy to figure out and the line in to the freezer is very flexible,0.0,0.228,0.772,0.8059,False,True
499,"This unit(kit) works great, just plug and done.",This unit kit works great just plug and done,0.0,0.369,0.631,0.6249,False,True
500,If you are looking to make a Kagerator out of a freezer this is the product to do it,If you are looking to make a Kagerator out of a freezer this is the product to do it,0.0,0.0,1.0,0.0,False,False
501,Works great. I use it in heating mode no problem. Maintains 85 degrees nicely.,Works great I use it in heating mode no problem Maintains degrees nicely,0.234,0.335,0.431,0.4767,False,True
502,good work and delivery.. I love this,good work and delivery I love this,0.0,0.64,0.36,0.7964,False,True
503,Does an excellent job and is a heavy duty product,Does an excellent job and is a heavy duty product,0.0,0.316,0.684,0.5719,False,True
504,I got this unit because the stat on my kegerator was all over the place Great job it works great it keeps my beer just the right temp and fast shipping,I got this unit because the stat on my kegerator was all over the place Great job it works great it keeps my beer just the right temp and fast shipping,0.0,0.227,0.773,0.8481,False,True
505,WORKS GREAT,WORKS GREAT,0.0,0.804,0.196,0.6249,False,True
506,Easy to set up. Works great so far.,Easy to set up Works great so far,0.0,0.538,0.462,0.7906,False,True
507,Now I can brew lagers and condition beer at the proper temperature. I'm very satisfied. Straightforward piece of equipment that I really need.,Now I can brew lagers and condition beer at the proper temperature I m very satisfied Straightforward piece of equipment that I really need,0.0,0.134,0.866,0.4754,False,True
508,"Easy to use, works wonderful at keeping temperature within 1 degree.  Couldn't ask for a better product.  I will recommend this product to anybody looking to control refrigerator/freezer temperatures.",Easy to use works wonderful at keeping temperature within degree Couldn t ask for a better product I will recommend this product to anybody looking to control refrigerator freezer temperatures,0.072,0.272,0.657,0.7713,False,True
509,It worked just as expected. My friend had one. That is how I found obout it.,It worked just as expected My friend had one That is how I found obout it,0.0,0.186,0.814,0.4939,False,True
510,Easy to use and is working well in my keezer,Easy to use and is working well in my keezer,0.0,0.385,0.615,0.6124,False,True
511,I purchased this to control the temperature in a keezer I'm building. So far it is maintaining a temperature of 45 F in my converted freezer very well.,I purchased this to control the temperature in a keezer I m building So far it is maintaining a temperature of F in my converted freezer very well,0.0,0.094,0.906,0.3384,False,True
512,"Work good and easy to setup, little pricie but I guess you get what you pay for.",Work good and easy to setup little pricie but I guess you get what you pay for,0.086,0.211,0.703,0.3182,False,True
513,Used it for a home made solar pool heater. Works great,Used it for a home made solar pool heater Works great,0.0,0.313,0.687,0.6249,False,True
514,"After calibration, works as advertised.",After calibration works as advertised,0.0,0.0,1.0,0.0,False,False
515,"Turned a small fridge into a cheese cave. East to use and works great. Just plug it in, set the temp and you are good to go.",Turned a small fridge into a cheese cave East to use and works great Just plug it in set the temp and you are good to go,0.0,0.233,0.767,0.7906,False,True
516,"Perfect for keeper or ferm chamber, accurate, easy to control. Fast shipping and easy setup, ability to do cooling or heating, great value",Perfect for keeper or ferm chamber accurate easy to control Fast shipping and easy setup ability to do cooling or heating great value,0.0,0.518,0.482,0.9538,False,True
517,Put this on a used Kegerator that had a bad TC.  Controls very nice and it was very easy to set up!  Very pleased,Put this on a used Kegerator that had a bad TC Controls very nice and it was very easy to set up Very pleased,0.112,0.312,0.576,0.7408,False,True
518,"i purchased my A419 from learn_to_brew and worked great up to 3 weeks ago. By using my meter it seems as though the switch that sends 120v to the output cord has failed. I then contacted Johnson Controls after following the simple troubleshooting steps, with some more failure validation tips, Customer Service informed me that i had to go through the vendor from Amazon.I e-mailed them (learn_2_brew) with no other re-course and they replied that the 90 return policy had expired. my question was about help with the warranty. they obviously don't stand behind the product that they sell. i must now find a local dealer/distributor to see if they will honor the 3 year warranty.",i purchased my A from learn_to_brew and worked great up to weeks ago By using my meter it seems as though the switch that sends v to the output cord has failed I then contacted Johnson Controls after following the simple troubleshooting steps with some more failure validation tips Customer Service informed me that i had to go through the vendor from Amazon I e mailed them learn_ _brew with no other re course and they replied that the return policy had expired my question was about help with the warranty they obviously don t stand behind the product that they sell i must now find a local dealer distributor to see if they will honor the year warranty,0.074,0.095,0.831,0.3832,False,True
519,"I have had great success using this in conjunction with a large crock pot for a homemade sous vide water oven. It controlled the temperature of water in my crockpot very well and so each thing I cooked using the sous vide method turned out perfectly. By default the unit came to me with the jumper set to turn off when the temperature dipped to a certain level. Since I wanted it to turn off when the temperature rose to a certain level I had to adjust a jumper, but this was fairly easy. Dialing in the temperature cutoff and range was also easy.I'm also interested in using this for beer brewing, to precisely control the temperature of a freezer or refrigerator, and possibly for an aquaponics experiment (cleaning fish water with vegetables and feeding vegetables with fish water) in the future. This device was exactly what I was looking for and I would recommend it for a wide range of uses!",I have had great success using this in conjunction with a large crock pot for a homemade sous vide water oven It controlled the temperature of water in my crockpot very well and so each thing I cooked using the sous vide method turned out perfectly By default the unit came to me with the jumper set to turn off when the temperature dipped to a certain level Since I wanted it to turn off when the temperature rose to a certain level I had to adjust a jumper but this was fairly easy Dialing in the temperature cutoff and range was also easy I m also interested in using this for beer brewing to precisely control the temperature of a freezer or refrigerator and possibly for an aquaponics experiment cleaning fish water with vegetables and feeding vegetables with fish water in the future This device was exactly what I was looking for and I would recommend it for a wide range of uses,0.0,0.142,0.858,0.9649,False,True
520,The product is good overall.  The settings take some time to understand.  The manual is written too technically specific and not for the normal non-electrician.,The product is good overall The settings take some time to understand The manual is written too technically specific and not for the normal non electrician,0.0,0.108,0.892,0.4404,False,True
521,"so far so good, i bought it to control the temp on a chest freeze.  converted one into a keezer",so far so good i bought it to control the temp on a chest freeze converted one into a keezer,0.0,0.26,0.74,0.6452,False,True
522,"Don't worry about it, it works.  it keeps my beer freezer 1 degree around where I would like it. w",Don t worry about it it works it keeps my beer freezer degree around where I would like it w,0.0,0.246,0.754,0.6002,False,True
523,Working very well and holds temp accurately,Working very well and holds temp accurately,0.0,0.285,0.715,0.3384,False,True
524,Works exactly as advertised and easy to program.  I currently use it to control the temerpature on a home made fermentation unit.,Works exactly as advertised and easy to program I currently use it to control the temerpature on a home made fermentation unit,0.0,0.132,0.868,0.4404,False,True
525,Works as promised. Instructions could be more user friendly.,Works as promised Instructions could be more user friendly,0.0,0.461,0.539,0.7165,False,True
526,Have many never a problem!,Have many never a problem,0.0,0.459,0.541,0.3716,False,True
527,Works great!,Works great,0.0,0.815,0.185,0.6588,False,True
528,works great use it for keeping 5.0 cubic freezer at 36 degrees for beer,works great use it for keeping cubic freezer at degrees for beer,0.0,0.24,0.76,0.6249,False,True
529,"Worked as advertised, shipping was fast.",Worked as advertised shipping was fast,0.0,0.0,1.0,0.0,False,False
530,This was easy to set up and use.  I use it for controlling a small wine refrigerator for brewing beer.,This was easy to set up and use I use it for controlling a small wine refrigerator for brewing beer,0.0,0.146,0.854,0.4404,False,True
531,Does everything it was expected to,Does everything it was expected to,0.0,0.0,1.0,0.0,False,False
532,Great product,Great product,0.0,0.804,0.196,0.6249,False,True
533,Great,Great,0.0,1.0,0.0,0.6249,False,True
534,"Happy so far, I would recommend this device",Happy so far I would recommend this device,0.0,0.564,0.436,0.7553,False,True
535,I used this along with a Hydor Koralia Nano 240 Aquarium Circulation Pump and a NORPRO 559 Immersion Heater to convert an old cooler into my first sous vide cooker. Works great,I used this along with a Hydor Koralia Nano Aquarium Circulation Pump and a NORPRO Immersion Heater to convert an old cooler into my first sous vide cooker Works great,0.0,0.128,0.872,0.6249,False,True
536,"It meet my expectation, thanks.  yyh",It meet my expectation thanks yyh,0.0,0.367,0.633,0.4404,False,True
537,This is amazing gazette.,This is amazing gazette,0.0,0.559,0.441,0.5859,False,True
538,All good,All good,0.0,0.744,0.256,0.4404,False,True
539,Great product.  Easy to use and set up.,Great product Easy to use and set up,0.0,0.538,0.462,0.7906,False,True
540,Excellent!,Excellent,0.0,1.0,0.0,0.6114,False,True
541,My keezer is now complete,My keezer is now complete,0.0,0.0,1.0,0.0,False,False
542,"Happy, shipment was Jimmy Johns fast",Happy shipment was Jimmy Johns fast,0.0,0.425,0.575,0.5719,False,True
543,thanks,thanks,0.0,1.0,0.0,0.4404,False,True
544,Unit worked great,Unit worked great,0.0,0.672,0.328,0.6249,False,True
545,So good,So good,0.0,0.762,0.238,0.4927,False,True
546,"This thermostat is a great item!  I've been using it for months now to keep my mini fridge at the optimal temperature for homebrewing.  I've used it for making ales, as well as lagering and am very satisfied.  It is easy to program and use.  The temperature is very precise as well.",This thermostat is a great item I ve been using it for months now to keep my mini fridge at the optimal temperature for homebrewing I ve used it for making ales as well as lagering and am very satisfied It is easy to program and use The temperature is very precise as well,0.0,0.275,0.725,0.944,False,True
547,"I tried using this for a compact fridge for home brewing. The first time around, this product keep the fridge at just the right temperature. The second time around, it inexplicably entered into heating mode, and it does not respond to the proper jumper configurations outlined in the user manual. Now it just functions as a very expensive and otherwise useless thermometer. A very expensive single use.",I tried using this for a compact fridge for home brewing The first time around this product keep the fridge at just the right temperature The second time around it inexplicably entered into heating mode and it does not respond to the proper jumper configurations outlined in the user manual Now it just functions as a very expensive and otherwise useless thermometer A very expensive single use,0.043,0.0,0.957,-0.4215,True,False
548,"certainly it keeps the fridge temperature controlled, however the fridge will not necessarily starts once the controller provides the power, but that could be an issue with the fridge itself. The controller has done it's job",certainly it keeps the fridge temperature controlled however the fridge will not necessarily starts once the controller provides the power but that could be an issue with the fridge itself The controller has done it s job,0.0,0.046,0.954,0.1779,False,True
549,"This thermostat control unit is being used in my new keezer and works great! The initial setup took a little reading, but I figured it out. It kicks on when temps get above 42 (where I have it set) and turns off the freezer when it's cold enough again. Perfect!",This thermostat control unit is being used in my new keezer and works great The initial setup took a little reading but I figured it out It kicks on when temps get above where I have it set and turns off the freezer when it s cold enough again Perfect,0.0,0.154,0.846,0.8475,False,True
550,Works good but wish I would've bought an InkBird dual temp controller for 1/2 the cost.,Works good but wish I would ve bought an InkBird dual temp controller for the cost,0.0,0.297,0.703,0.6705,False,True
551,Using to regulate the temp of my kegerater.  Current refrigerator didnt have a digital thermostat - just a dial from cold to coldest.  This keeps the fridge/ kegerater exactly within the easy to program temp range.  It could not work better. Would also work great for an in-wall AC unit.,Using to regulate the temp of my kegerater Current refrigerator didnt have a digital thermostat just a dial from cold to coldest This keeps the fridge kegerater exactly within the easy to program temp range It could not work better Would also work great for an in wall AC unit,0.045,0.131,0.824,0.6802,False,True
552,"I bought this to convert a chest freezer to a refrigerator. It works in this capacity to a degree. We end up with endless condensation buildup inside the chest, causing rust. It also cycles in a way that we get some freezing, so we lose veggies to damage. It was an experiment that's lasted just over a year. We saw our electric bill drop by $60 a month, but also saw our food losses increase substantially. It would work great in this application if you can drain condensation and aren't refrigerating fruits and vegetables in it.",I bought this to convert a chest freezer to a refrigerator It works in this capacity to a degree We end up with endless condensation buildup inside the chest causing rust It also cycles in a way that we get some freezing so we lose veggies to damage It was an experiment that s lasted just over a year We saw our electric bill drop by a month but also saw our food losses increase substantially It would work great in this application if you can drain condensation and aren t refrigerating fruits and vegetables in it,0.103,0.085,0.812,0.2984,False,True
553,my probe melted against the side of a crock pot set on low.,my probe melted against the side of a crock pot set on low,0.16,0.0,0.84,-0.2732,True,False
554,"Bought this unit from the beverage factory to control the cooling system for an entertainment cabinet. It is small, easy to program and very versatile. Worked beautifully for 6 months. Now it runs the cooling system constantly, full on all the time. I have pulled the jumpers to reset it and it will function properly for about an hour, after an hour it will turn on and never turn off. There are no error codes and the only indication there is a problem is that the LED indicator is not lit while it is running. When functioning properly the LED indicator is lit the whole time the unit is running. I had hoped that it would have lasted longer. Searching for an inexpensive alternative at this time.",Bought this unit from the beverage factory to control the cooling system for an entertainment cabinet It is small easy to program and very versatile Worked beautifully for months Now it runs the cooling system constantly full on all the time I have pulled the jumpers to reset it and it will function properly for about an hour after an hour it will turn on and never turn off There are no error codes and the only indication there is a problem is that the LED indicator is not lit while it is running When functioning properly the LED indicator is lit the whole time the unit is running I had hoped that it would have lasted longer Searching for an inexpensive alternative at this time,0.056,0.09,0.854,0.6872,False,True
555,Awesome for my freezer fermenter.,Awesome for my freezer fermenter,0.0,0.506,0.494,0.6249,False,True
556,"The instructions could be more clear for this product. I had to search for a how-to video on youtube in order to better understand how to set this up. Also, I am having trouble with the refrigerator heating up to the set point. It is in a cold room, about 15 F below the set point but has not come within 10 F of the specified set point and cutout.",The instructions could be more clear for this product I had to search for a how to video on youtube in order to better understand how to set this up Also I am having trouble with the refrigerator heating up to the set point It is in a cold room about F below the set point but has not come within F of the specified set point and cutout,0.028,0.058,0.914,0.2609,False,True
557,"Took a bit of figuring to set it up the way I wanted it to work, but it is great and works perfect",Took a bit of figuring to set it up the way I wanted it to work but it is great and works perfect,0.0,0.36,0.64,0.9136,False,True
558,works like its supposed to,works like its supposed to,0.0,0.385,0.615,0.3612,False,True
559,Easy to turn this into a heating controller for your crockpot or rice cooker.  Controls water bath temp to 1 deg.  Perfectly cooked meat every time.  Save $25 off the price over at dorkfood dot com.,Easy to turn this into a heating controller for your crockpot or rice cooker Controls water bath temp to deg Perfectly cooked meat every time Save off the price over at dorkfood dot com,0.0,0.249,0.751,0.8834,False,True
560,"Perfect for our kegerator! Worth the money! Followed the directions, installed, and have not touched sense! ~Never had any issues. VERY ACCURATE!",Perfect for our kegerator Worth the money Followed the directions installed and have not touched sense Never had any issues VERY ACCURATE,0.0,0.253,0.747,0.7762,False,True
561,It seems to work great just be advised if you use it for reptiles you may have to change it from cool to heat by switching pins inside unit.,It seems to work great just be advised if you use it for reptiles you may have to change it from cool to heat by switching pins inside unit,0.0,0.192,0.808,0.7506,False,True
562,good,good,0.0,1.0,0.0,0.4404,False,True
563,I use it for cold.I use it for hot.I use it a lot.I like it!I love it!I'm glad that I boughtum...it.  :-s,I use it for cold I use it for hot I use it a lot I like it I love it I m glad that I boughtum it s,0.0,0.391,0.609,0.8829,False,True
564,Works great-a little hard to set-up w/ the instructions but figured it out. Once dialed in it works perfect! I used this on an old fridge w/ a bad stat.,Works great a little hard to set up w the instructions but figured it out Once dialed in it works perfect I used this on an old fridge w a bad stat,0.169,0.14,0.692,0.1377,False,True
565,"Thanks goes out to the other reviewer who commented on using this for sous vide.  I just wanted to add my delight with this.  I had been doing what I was calling ""poor man's sous vide"" with my crock pot set to warm (would keep water bath around 145 degrees) and decided it was time to get more control.  This thing works great.  For those that are comparing to the other sous vide temperature controller that some reviewers said was loud when switching - I think this unit's switching click is pretty reasonable.  Yes you have to read a pretty involved manual to get this into heat mode, but it's really just a matter of unscrewing the controller and finding the pin they show in the instructions and just putting it into a different place with your fingers.  Easy and straight forward once you read.I'm off to buy another one as a gift for a friend with a non-digital crock pot like mine that wants to try sous vide cooking.",Thanks goes out to the other reviewer who commented on using this for sous vide I just wanted to add my delight with this I had been doing what I was calling poor man s sous vide with my crock pot set to warm would keep water bath around degrees and decided it was time to get more control This thing works great For those that are comparing to the other sous vide temperature controller that some reviewers said was loud when switching I think this unit s switching click is pretty reasonable Yes you have to read a pretty involved manual to get this into heat mode but it s really just a matter of unscrewing the controller and finding the pin they show in the instructions and just putting it into a different place with your fingers Easy and straight forward once you read I m off to buy another one as a gift for a friend with a non digital crock pot like mine that wants to try sous vide cooking,0.011,0.186,0.803,0.981,False,True
566,"Ordered it on 6/27/12 and had it in-hand on 6/30/12. Talk about fast order processing and shipping!! Nice! I was a little concerned about user friendliness of this model based on some online reviews/complaints. Bottom line is if you can read, aren't an idiot, and can in read above a 6th grade level you'll be fine with the instructions this unit comes with. Once I read the manual and made a few adjustments, this thing is doing exactly what I want it to do. I'm a home brewer who converted a 7cf chest freezer to a kegerator. I was able to set it to 37 degrees fahrenheit (df) with a 2 df differential and a 3 minute start delay in a matter of a few minutes (literally). I double checked its temp accuracy with a Thermoworks 2k thermocouple and this control unit was within 1 df of my thermocouple, so I know it's accurate. I would highly recommend this product.",Ordered it on and had it in hand on Talk about fast order processing and shipping Nice I was a little concerned about user friendliness of this model based on some online reviews complaints Bottom line is if you can read aren t an idiot and can in read above a th grade level you ll be fine with the instructions this unit comes with Once I read the manual and made a few adjustments this thing is doing exactly what I want it to do I m a home brewer who converted a cf chest freezer to a kegerator I was able to set it to degrees fahrenheit df with a df differential and a minute start delay in a matter of a few minutes literally I double checked its temp accuracy with a Thermoworks k thermocouple and this control unit was within df of my thermocouple so I know it s accurate I would highly recommend this product,0.015,0.109,0.875,0.9016,False,True
567,Temperature controller arrived as advertised and works great!! This is a definite game changer for my fermentation vessel. I couldn't be happier!,Temperature controller arrived as advertised and works great This is a definite game changer for my fermentation vessel I couldn t be happier,0.103,0.264,0.633,0.6486,False,True
568,"Its easy to use...the manual makes it seem overly complicated.SP: setpoint (for my purpose 67) the temperature you want the thing to try and maintain.dIF: differential (1 to 30F, default = 5) I leave at default, this is the point + or -  from the setpoint temp (so 62 to 73 in my case.ASd: anti-short cycle delay (0 to 12 minutes, default = 1)I set to 12 minutes, just to put the least amount of stress on the compressor.I recommend it!",Its easy to use the manual makes it seem overly complicated SP setpoint for my purpose the temperature you want the thing to try and maintain dIF differential to F default I leave at default this is the point or from the setpoint temp so to in my case ASd anti short cycle delay to minutes default I set to minutes just to put the least amount of stress on the compressor I recommend it,0.076,0.084,0.84,0.1759,False,True
569,I just purchased this unit and installed it in my Keezer and it is not working properly.  Sometimes it keeps the temperature and then it goes way beyond the set limits. I contacted Johnson controls and they gave some crappy answer that I need to contact the manufacture of the freezer!! What has that do with the controller? Not happy but need this unit for the Super Bowl. I will never buy their product again,I just purchased this unit and installed it in my Keezer and it is not working properly Sometimes it keeps the temperature and then it goes way beyond the set limits I contacted Johnson controls and they gave some crappy answer that I need to contact the manufacture of the freezer What has that do with the controller Not happy but need this unit for the Super Bowl I will never buy their product again,0.055,0.076,0.869,0.5625,False,True
570,"It's not keep temperature that I set. I put this one into chest freezer to keep 34 degree, but fluctuating to 27-37. Really frustrating.",It s not keep temperature that I set I put this one into chest freezer to keep degree but fluctuating to Really frustrating,0.17,0.0,0.83,-0.6474,True,False
571,THE JOHNSON A-419 IS THE PERFECT TOOL TO TURN YOUR FRIG INTO A REGULATED BEER FERMENTER IF YOU LIVE IN AREAS OF HOT WEATHER. IT'S INSTRUCTIONS ARE A LITTLE OVER THE HEAD OF MOST HOME OWNERS AND HOP JUNKIES) BUT ONCE YOU WORK THROUGH THE DETAILS IT WORKES PERFECTLY.,THE JOHNSON A IS THE PERFECT TOOL TO TURN YOUR FRIG INTO A REGULATED BEER FERMENTER IF YOU LIVE IN AREAS OF HOT WEATHER IT S INSTRUCTIONS ARE A LITTLE OVER THE HEAD OF MOST HOME OWNERS AND HOP JUNKIES BUT ONCE YOU WORK THROUGH THE DETAILS IT WORKES PERFECTLY,0.0,0.153,0.847,0.8462,False,True
572,very good product,very good product,0.0,0.615,0.385,0.4927,False,True
573,works great. I like it,works great I like it,0.0,0.767,0.233,0.765,False,True
574,Lasted a very short period of time.,Lasted a very short period of time,0.0,0.0,1.0,0.0,False,False
575,Works sometimes.,Works sometimes,0.0,0.0,1.0,0.0,False,False
576,Great product dose what it supposed to.,Great product dose what it supposed to,0.0,0.406,0.594,0.6249,False,True
577,Works great.,Works great,0.0,0.804,0.196,0.6249,False,True
578,sweet.,sweet,0.0,1.0,0.0,0.4588,False,True
579,Good,Good,0.0,1.0,0.0,0.4404,False,True
580,The unit worked great for about a year. I went to check the temp and the display was off and the unit somehow fried. I have tried everything and it is gone. This is BS considering this controller was like 75 bucks.,The unit worked great for about a year I went to check the temp and the display was off and the unit somehow fried I have tried everything and it is gone This is BS considering this controller was like bucks,0.0,0.151,0.849,0.765,False,True
581,"in at least 20 words, this item was exactly as represented.  it arrived quickly, undamaged, and wrapped very well.  i trust it work, i haven't hooked it up yet.",in at least words this item was exactly as represented it arrived quickly undamaged and wrapped very well i trust it work i haven t hooked it up yet,0.0,0.193,0.807,0.7159,False,True
582,Did nothing to solve my problem with my kegerator.,Did nothing to solve my problem with my kegerator,0.38,0.0,0.62,-0.5093,True,False
583,"This product lasted about 20 days. Worked fine, hooked to the kegerator. Then came home and it was completely dead. No display, nothing. Ruined a full keg of nice oatmeal stout.",This product lasted about days Worked fine hooked to the kegerator Then came home and it was completely dead No display nothing Ruined a full keg of nice oatmeal stout,0.177,0.222,0.601,-0.056,False,False
584,"If you check most homebrewing sites, this is the temperature controller that you'll see recommended.  Well, I am going to recommend against it based on my experiences.I ordered mine less than a year ago and the temperature probe no longer works.  I discovered this by opening up my chest freezer, which I had set to stay at about 40 degrees.  It had dropped below freezing, freezing most of the beer in my kegs and bursting most of the bottles I'd been storing in the freezer turned kegerator.This is not the only reason I am giving this one star.  I understand that mechanical problems happen.  I contacted the seller, ""learn_to_brew"" for any advice or help on this.  The responses were not helpful and I was told to contact the manufacturer, Johnson Temperature controls.  I looked them up and attempted to contact them, and their website gives me an error.  I've tried multiple times on two different browsers and I can't even contact them about this defective product.And looking at the other reviews, I am not the only one to have this sort of problem with the unit breaking.So, here's the rundown:- product seems prone to break, which is not good if you are using it in a homebrew or keg storing context.- seller is not helpful when it breaks.- and it is not possible to contact the manufacturer.Sounds like 1 star to me.  Avoid.",If you check most homebrewing sites this is the temperature controller that you ll see recommended Well I am going to recommend against it based on my experiences I ordered mine less than a year ago and the temperature probe no longer works I discovered this by opening up my chest freezer which I had set to stay at about degrees It had dropped below freezing freezing most of the beer in my kegs and bursting most of the bottles I d been storing in the freezer turned kegerator This is not the only reason I am giving this one star I understand that mechanical problems happen I contacted the seller learn_to_brew for any advice or help on this The responses were not helpful and I was told to contact the manufacturer Johnson Temperature controls I looked them up and attempted to contact them and their website gives me an error I ve tried multiple times on two different browsers and I can t even contact them about this defective product And looking at the other reviews I am not the only one to have this sort of problem with the unit breaking So here s the rundown product seems prone to break which is not good if you are using it in a homebrew or keg storing context seller is not helpful when it breaks and it is not possible to contact the manufacturer Sounds like star to me Avoid,0.107,0.058,0.835,-0.8761,True,False
585,"I use the Johnson Controls A419 Thermostat to control the heat in my snake (ball python) cages.  The instructions are a bit confusing. *Tip* In order to switch the device to heat and to have the heat source turn off once the high is met you have to move both jumpers.  Other than the instructions being confusing the device runs perfectly.  It keeps my snakes in the right heat range without fail.  I would recommend this device to any reptile owner.  Additionally, I have been using them for about a year and they are holding up very well, and they clean easily.  Great thermostat I love the fact that if one should fail in the future I only need to buy one, vs. a more expensive ""herp"" thermostat that controls several heat elements leaving several animals in danger.",I use the Johnson Controls A Thermostat to control the heat in my snake ball python cages The instructions are a bit confusing Tip In order to switch the device to heat and to have the heat source turn off once the high is met you have to move both jumpers Other than the instructions being confusing the device runs perfectly It keeps my snakes in the right heat range without fail I would recommend this device to any reptile owner Additionally I have been using them for about a year and they are holding up very well and they clean easily Great thermostat I love the fact that if one should fail in the future I only need to buy one vs a more expensive herp thermostat that controls several heat elements leaving several animals in danger,0.061,0.168,0.771,0.9544,False,True
586,Good temp controller for brewing beer. Holds the temp with a few degrees of the set temp. Have been testing it in a deep freeze at various temperatures. So far so good. Looking forward to using it to brew some beer that requires colder temperatures for fermentation.,Good temp controller for brewing beer Holds the temp with a few degrees of the set temp Have been testing it in a deep freeze at various temperatures So far so good Looking forward to using it to brew some beer that requires colder temperatures for fermentation,0.0,0.163,0.837,0.8004,False,True
